applicant_position,sex_code,sex_group,group,nearest_other_group_position,nearest_other_sex_code,nearest_other_sex_group,nearest_other_group,feature_distance,original_probability,neighbour_probability,probability_difference,original_actual_default,neighbour_actual_default
2314,2,Female,Female (SEX=2),2002,1,Male,Male (SEX=1),1.97510610320698,0.1999665,0.20630912,0.006342620000000021,0,1
2315,2,Female,Female (SEX=2),4202,1,Male,Male (SEX=1),1.536043409707061,0.10978179,0.12020214,0.010420349999999995,0,0
2318,2,Female,Female (SEX=2),1121,1,Male,Male (SEX=1),0.31842046444697814,0.20769386,0.16110283,0.046591030000000005,0,0
2319,2,Female,Female (SEX=2),4953,1,Male,Male (SEX=1),3.867929313664645,0.43019578,0.43334082,0.003145039999999988,0,1
2320,2,Female,Female (SEX=2),3620,1,Male,Male (SEX=1),1.8578342027436843,0.11292737,0.05788556,0.05504181,0,0
2323,2,Female,Female (SEX=2),1063,1,Male,Male (SEX=1),0.13049138332837917,0.18965699,0.18940233,0.0002546599999999899,0,0
2324,2,Female,Female (SEX=2),5989,1,Male,Male (SEX=1),1.6065858603488592,0.0373979,0.035211734,0.0021861659999999963,0,0
2325,2,Female,Female (SEX=2),5857,1,Male,Male (SEX=1),1.0093704121526794,0.059088487,0.08326275,0.024174262999999994,0,0
2326,2,Female,Female (SEX=2),4087,1,Male,Male (SEX=1),1.7410916815962552,0.16219507,0.13385999,0.028335079999999985,0,0
2331,2,Female,Female (SEX=2),2372,1,Male,Male (SEX=1),2.0476241145823377,0.63421285,0.6361251,0.0019122499999999487,0,1
2332,2,Female,Female (SEX=2),2352,1,Male,Male (SEX=1),1.523152552359403,0.065598816,0.09230063,0.02670181399999999,0,1
2333,2,Female,Female (SEX=2),4223,1,Male,Male (SEX=1),2.27796394339442,0.1456121,0.16182044,0.016208340000000016,0,0
2336,2,Female,Female (SEX=2),2388,1,Male,Male (SEX=1),2.1697667839044947,0.7654605,0.79227346,0.026812959999999997,1,1
2337,2,Female,Female (SEX=2),1340,1,Male,Male (SEX=1),2.0357429096387105,0.13731937,0.30491188,0.16759251000000003,0,0
2338,2,Female,Female (SEX=2),262,1,Male,Male (SEX=1),0.446002611891968,0.18817654,0.2429452,0.05476866,0,1
2339,2,Female,Female (SEX=2),2845,1,Male,Male (SEX=1),1.8216086696854592,0.06316502,0.17924033,0.11607531,0,0
2342,2,Female,Female (SEX=2),4911,1,Male,Male (SEX=1),0.6455295211131152,0.10004004,0.057732277,0.042307763,0,0
2343,2,Female,Female (SEX=2),4095,1,Male,Male (SEX=1),2.2558584264689223,0.17362642,0.12844267,0.045183749999999995,0,1
2344,2,Female,Female (SEX=2),5427,1,Male,Male (SEX=1),2.22088504519744,0.32261145,0.1530748,0.16953665,0,0
2347,2,Female,Female (SEX=2),1013,1,Male,Male (SEX=1),2.1642964201443564,0.7929798,0.7987186,0.005738799999999933,1,1
2348,2,Female,Female (SEX=2),4106,1,Male,Male (SEX=1),2.2302260433138748,0.123268865,0.22394826,0.100679395,0,0
2349,2,Female,Female (SEX=2),2982,1,Male,Male (SEX=1),0.9947842542205506,0.18280435,0.112781905,0.070022445,0,0
2350,2,Female,Female (SEX=2),1278,1,Male,Male (SEX=1),2.790229257702126,0.14765874,0.16278586,0.015127119999999994,0,0
2351,2,Female,Female (SEX=2),126,1,Male,Male (SEX=1),0.867949614169015,0.05229731,0.049716283,0.0025810269999999996,0,0
2355,2,Female,Female (SEX=2),5438,1,Male,Male (SEX=1),1.9410056029915705,0.6432947,0.7207363,0.0774416,1,1
2356,2,Female,Female (SEX=2),5991,1,Male,Male (SEX=1),0.8639584303599745,0.35219628,0.35131168,0.0008845999999999576,1,1
2357,2,Female,Female (SEX=2),1572,1,Male,Male (SEX=1),0.7261562737291765,0.18170276,0.10858094,0.07312181999999999,1,0
2359,2,Female,Female (SEX=2),5364,1,Male,Male (SEX=1),1.2610188585108044,0.12721656,0.22008467,0.09286811,0,0
2361,2,Female,Female (SEX=2),4872,1,Male,Male (SEX=1),0.7188607178506893,0.053417902,0.056435708,0.003017805999999998,0,0
2364,2,Female,Female (SEX=2),4096,1,Male,Male (SEX=1),2.0521428014125753,0.11038391,0.22094862,0.11056471000000001,0,0
2365,2,Female,Female (SEX=2),861,1,Male,Male (SEX=1),0.2564068019218759,0.20998356,0.17001475,0.03996881000000002,0,0
2366,2,Female,Female (SEX=2),521,1,Male,Male (SEX=1),1.0800453100300391,0.15292652,0.12533899,0.02758753,0,0
2367,2,Female,Female (SEX=2),2614,1,Male,Male (SEX=1),0.873358327298703,0.16942403,0.17672269,0.007298659999999985,0,0
2368,2,Female,Female (SEX=2),761,1,Male,Male (SEX=1),2.1688319311973676,0.10910308,0.11075451,0.0016514299999999954,0,0
2369,2,Female,Female (SEX=2),2584,1,Male,Male (SEX=1),3.369409705808835,0.051264696,0.11543059,0.064165894,0,0
2371,2,Female,Female (SEX=2),2638,1,Male,Male (SEX=1),1.4566160172218479,0.51171005,0.5633966,0.05168655,0,1
2373,2,Female,Female (SEX=2),1677,1,Male,Male (SEX=1),3.0062556493468557,0.32072264,0.17777146,0.14295118,1,0
2374,2,Female,Female (SEX=2),5436,1,Male,Male (SEX=1),1.6353466235960694,0.08087358,0.17701694,0.09614336000000001,0,0
2377,2,Female,Female (SEX=2),190,1,Male,Male (SEX=1),2.5010784413886635,0.49235958,0.4568672,0.035492380000000046,0,1
2378,2,Female,Female (SEX=2),1188,1,Male,Male (SEX=1),2.021741365823092,0.12625043,0.11498589,0.011264540000000003,1,0
2379,2,Female,Female (SEX=2),974,1,Male,Male (SEX=1),1.6120705150364594,0.19472736,0.16074312,0.03398424,0,1
2380,2,Female,Female (SEX=2),1308,1,Male,Male (SEX=1),2.9887106851296013,0.6890397,0.7282367,0.039196999999999926,1,1
2382,2,Female,Female (SEX=2),3600,1,Male,Male (SEX=1),1.4067701509328279,0.75236684,0.75281763,0.0004507900000000342,0,1
2384,2,Female,Female (SEX=2),1271,1,Male,Male (SEX=1),2.8720676918351606,0.26882038,0.32651845,0.05769806999999999,0,1
2389,2,Female,Female (SEX=2),740,1,Male,Male (SEX=1),1.591026442448204,0.14928773,0.1226394,0.02664833000000001,0,0
2390,2,Female,Female (SEX=2),16,1,Male,Male (SEX=1),1.0856249366229562,0.06435813,0.12336446,0.059006329999999996,0,1
2394,2,Female,Female (SEX=2),4067,1,Male,Male (SEX=1),1.459267763323425,0.09769392,0.22293328,0.12523936000000002,0,0
2397,2,Female,Female (SEX=2),1809,1,Male,Male (SEX=1),2.669856922792193,0.85937214,0.78333414,0.07603799999999994,1,1
2399,2,Female,Female (SEX=2),623,1,Male,Male (SEX=1),1.41763974872488,0.07778672,0.065633476,0.012153244000000007,0,0
2401,2,Female,Female (SEX=2),1762,1,Male,Male (SEX=1),3.271725873038049,0.049247995,0.044113304,0.005134691000000004,0,0
2403,2,Female,Female (SEX=2),5866,1,Male,Male (SEX=1),2.531376551341534,0.14365953,0.07355908,0.07010045000000001,1,0
2405,2,Female,Female (SEX=2),3564,1,Male,Male (SEX=1),1.0790564425239948,0.33074984,0.2873668,0.04338304000000004,0,0
2406,2,Female,Female (SEX=2),2721,1,Male,Male (SEX=1),1.5917439070592663,0.1718646,0.12469232,0.04717228000000001,0,0
2407,2,Female,Female (SEX=2),4101,1,Male,Male (SEX=1),1.656618578344011,0.18753117,0.28359026,0.09605908999999999,0,0
2409,2,Female,Female (SEX=2),2392,1,Male,Male (SEX=1),1.8449582459599536,0.05656294,0.10003983,0.04347689,0,0
2411,2,Female,Female (SEX=2),2334,1,Male,Male (SEX=1),0.7472473899186479,0.118752144,0.26372126,0.144969116,0,1
2412,2,Female,Female (SEX=2),2772,1,Male,Male (SEX=1),1.7926292614654324,0.1583305,0.18275678,0.024426279999999995,0,0
2413,2,Female,Female (SEX=2),2513,1,Male,Male (SEX=1),1.8266748311996706,0.10555671,0.14092346,0.03536675,0,1
2417,2,Female,Female (SEX=2),3297,1,Male,Male (SEX=1),1.419945701630322,0.07020986,0.14056571,0.07035585000000001,1,1
2418,2,Female,Female (SEX=2),2872,1,Male,Male (SEX=1),1.0451597608416432,0.1513916,0.23741272,0.08602112,0,1
2419,2,Female,Female (SEX=2),3567,1,Male,Male (SEX=1),2.034087620678119,0.693524,0.726288,0.032764000000000015,1,1
2420,2,Female,Female (SEX=2),2622,1,Male,Male (SEX=1),3.2406100360711854,0.57081205,0.36811236,0.20269969,1,1
2421,2,Female,Female (SEX=2),167,1,Male,Male (SEX=1),1.2437027679500734,0.035790946,0.03269534,0.003095605999999994,0,0
2422,2,Female,Female (SEX=2),4031,1,Male,Male (SEX=1),1.2485885615445877,0.16970918,0.22575724,0.05604806000000001,1,0
2425,2,Female,Female (SEX=2),4120,1,Male,Male (SEX=1),1.4501013201948016,0.19927686,0.13083924,0.06843762,0,0
2426,2,Female,Female (SEX=2),1974,1,Male,Male (SEX=1),0.7877844270154865,0.7550584,0.7058694,0.04918900000000004,1,1
2427,2,Female,Female (SEX=2),2181,1,Male,Male (SEX=1),1.09473071173112,0.14653066,0.15503928,0.008508619999999995,0,1
2428,2,Female,Female (SEX=2),5857,1,Male,Male (SEX=1),0.46597637024631333,0.08587146,0.08326275,0.00260871,0,0
2430,2,Female,Female (SEX=2),2304,1,Male,Male (SEX=1),1.4153116364690848,0.40747955,0.46320525,0.05572569999999999,1,0
2431,2,Female,Female (SEX=2),4044,1,Male,Male (SEX=1),3.1398104103865734,0.039604012,0.040508635,0.0009046230000000002,0,0
2432,2,Female,Female (SEX=2),406,1,Male,Male (SEX=1),1.858932091364919,0.088195086,0.1476622,0.05946711399999999,0,0
2433,2,Female,Female (SEX=2),305,1,Male,Male (SEX=1),1.1789565630632086,0.09875122,0.10219201,0.003440789999999999,0,0
2434,2,Female,Female (SEX=2),943,1,Male,Male (SEX=1),2.9551937572042304,0.73769,0.7040705,0.03361949999999991,1,1
2436,2,Female,Female (SEX=2),4030,1,Male,Male (SEX=1),0.5940381765440441,0.19966947,0.22953796,0.029868490000000025,0,0
2437,2,Female,Female (SEX=2),4870,1,Male,Male (SEX=1),2.167320248785803,0.1555845,0.13545392,0.02013057999999998,1,0
2438,2,Female,Female (SEX=2),4085,1,Male,Male (SEX=1),0.9500312712882133,0.15766858,0.13104641,0.02662217,0,0
2439,2,Female,Female (SEX=2),82,1,Male,Male (SEX=1),2.582971297697097,0.06455727,0.08826878,0.023711510000000005,1,1
2440,2,Female,Female (SEX=2),5304,1,Male,Male (SEX=1),0.847138258099404,0.08843023,0.06236941,0.02606082,1,0
2443,2,Female,Female (SEX=2),5345,1,Male,Male (SEX=1),1.3122434123026976,0.08252709,0.10168724,0.01916015,0,0
2445,2,Female,Female (SEX=2),5346,1,Male,Male (SEX=1),0.0,0.27418044,0.27418044,0.0,0,0
2447,2,Female,Female (SEX=2),618,1,Male,Male (SEX=1),2.292578130729823,0.25728703,0.27470127,0.01741423999999997,0,0
2451,2,Female,Female (SEX=2),4872,1,Male,Male (SEX=1),0.8989258044210036,0.048105832,0.056435708,0.008329876,0,0
2452,2,Female,Female (SEX=2),2469,1,Male,Male (SEX=1),0.9537059983756547,0.114231,0.11295632,0.0012746800000000003,0,0
2457,2,Female,Female (SEX=2),1721,1,Male,Male (SEX=1),1.9279086349008905,0.26367924,0.34115797,0.07747873,1,0
2458,2,Female,Female (SEX=2),2721,1,Male,Male (SEX=1),3.880456222284292,0.1863759,0.12469232,0.061683580000000016,0,0
2459,2,Female,Female (SEX=2),4945,1,Male,Male (SEX=1),0.5598185833997011,0.35237244,0.35139805,0.0009743899999999917,1,0
2460,2,Female,Female (SEX=2),2690,1,Male,Male (SEX=1),0.19189202922427992,0.16172887,0.24202177,0.0802929,0,0
2463,2,Female,Female (SEX=2),4852,1,Male,Male (SEX=1),2.8198216560401628,0.08585377,0.10127566,0.015421890000000008,0,0
2464,2,Female,Female (SEX=2),5460,1,Male,Male (SEX=1),1.0834472784688942,0.27908352,0.3265877,0.04750418000000001,1,0
2466,2,Female,Female (SEX=2),5299,1,Male,Male (SEX=1),2.193500103736308,0.50994503,0.33292982,0.17701521000000003,0,0
2468,2,Female,Female (SEX=2),158,1,Male,Male (SEX=1),0.5932113297068039,0.11893506,0.10610164,0.012833419999999998,0,0
2470,2,Female,Female (SEX=2),866,1,Male,Male (SEX=1),2.6685356611063686,0.7062925,0.65770715,0.04858534999999997,1,0
2471,2,Female,Female (SEX=2),1912,1,Male,Male (SEX=1),0.928979884822428,0.09479213,0.11556803,0.0207759,0,0
2472,2,Female,Female (SEX=2),4104,1,Male,Male (SEX=1),1.9193840835001432,0.08487611,0.08168713,0.003188980000000008,0,0
2473,2,Female,Female (SEX=2),4926,1,Male,Male (SEX=1),1.7234338272617513,0.16368197,0.14835197,0.01533000000000001,0,1
2474,2,Female,Female (SEX=2),5433,1,Male,Male (SEX=1),4.0124796764692805,0.13091987,0.06410871,0.06681116,0,0
2477,2,Female,Female (SEX=2),1138,1,Male,Male (SEX=1),0.8850758235501605,0.15717709,0.1412575,0.015919589999999983,0,0
2478,2,Female,Female (SEX=2),4926,1,Male,Male (SEX=1),1.4570688972775074,0.1045016,0.14835197,0.04385037,0,1
2480,2,Female,Female (SEX=2),2772,1,Male,Male (SEX=1),1.3225480376268504,0.17979585,0.18275678,0.0029609300000000005,0,0
2481,2,Female,Female (SEX=2),2613,1,Male,Male (SEX=1),1.8712337151028564,0.066335544,0.0741834,0.007847856,1,0
2482,2,Female,Female (SEX=2),4880,1,Male,Male (SEX=1),3.0639719184115686,0.09584368,0.07994963,0.015894050000000007,0,0
2483,2,Female,Female (SEX=2),4731,1,Male,Male (SEX=1),0.573893441762547,0.079024166,0.12293275,0.04390858399999999,0,0
2484,2,Female,Female (SEX=2),383,1,Male,Male (SEX=1),1.0919049254829454,0.05301656,0.07751336,0.024496800000000006,0,0
2487,2,Female,Female (SEX=2),4196,1,Male,Male (SEX=1),0.9422824618186091,0.09136144,0.07605851,0.015302930000000006,0,0
2489,2,Female,Female (SEX=2),2885,1,Male,Male (SEX=1),0.8158582705498335,0.05608483,0.059850678,0.0037658479999999953,0,0
2490,2,Female,Female (SEX=2),504,1,Male,Male (SEX=1),1.6686523675949474,0.2085346,0.1836556,0.024878999999999984,0,0
2491,2,Female,Female (SEX=2),2127,1,Male,Male (SEX=1),1.709565519981,0.11541869,0.1166647,0.0012460099999999918,0,0
2492,2,Female,Female (SEX=2),4150,1,Male,Male (SEX=1),1.050778628608274,0.049424723,0.03889885,0.010525872999999998,0,0
2493,2,Female,Female (SEX=2),906,1,Male,Male (SEX=1),0.4788011783622114,0.3388082,0.33976597,0.0009577699999999689,0,0
2494,2,Female,Female (SEX=2),2581,1,Male,Male (SEX=1),0.5228955103555332,0.06890918,0.064617366,0.004291814000000005,0,0
2495,2,Female,Female (SEX=2),2038,1,Male,Male (SEX=1),1.6965895777529105,0.089159414,0.12241505,0.03325563599999999,0,0
2496,2,Female,Female (SEX=2),1152,1,Male,Male (SEX=1),8.657024226719722,0.04665755,0.05909603,0.012438480000000002,0,0
2497,2,Female,Female (SEX=2),2310,1,Male,Male (SEX=1),1.3120806858183935,0.086970806,0.15906319,0.072092384,0,0
2498,2,Female,Female (SEX=2),2290,1,Male,Male (SEX=1),0.38421803753857253,0.14742744,0.1834388,0.03601136000000002,1,0
2501,2,Female,Female (SEX=2),4060,1,Male,Male (SEX=1),2.3070753626935856,0.73942083,0.72801393,0.011406899999999998,1,1
2504,2,Female,Female (SEX=2),5334,1,Male,Male (SEX=1),1.2081801501762457,0.061363626,0.057348493,0.004015132999999997,0,0
2505,2,Female,Female (SEX=2),117,1,Male,Male (SEX=1),1.0213948612127979,0.29946715,0.26626986,0.03319728999999999,1,1
2506,2,Female,Female (SEX=2),3302,1,Male,Male (SEX=1),0.9850056574276305,0.16615063,0.12292954,0.04322108999999999,0,1
2507,2,Female,Female (SEX=2),2038,1,Male,Male (SEX=1),1.7400285333816798,0.1818538,0.12241505,0.05943875000000001,1,0
2508,2,Female,Female (SEX=2),5908,1,Male,Male (SEX=1),0.7631408933434924,0.09696163,0.11601423,0.019052600000000003,0,0
2510,2,Female,Female (SEX=2),5833,1,Male,Male (SEX=1),0.8220359050864758,0.15720142,0.15449674,0.002704680000000015,0,0
2511,2,Female,Female (SEX=2),3641,1,Male,Male (SEX=1),2.2295249233835803,0.2264651,0.3205938,0.09412869999999998,0,1
2514,2,Female,Female (SEX=2),3141,1,Male,Male (SEX=1),1.7321814480254463,0.096326955,0.057583977,0.038742978000000004,0,0
2516,2,Female,Female (SEX=2),502,1,Male,Male (SEX=1),1.9721015248893423,0.552142,0.8210827,0.26894070000000003,1,1
2517,2,Female,Female (SEX=2),4061,1,Male,Male (SEX=1),2.1856287348537333,0.4410288,0.7207902,0.27976140000000005,1,1
2520,2,Female,Female (SEX=2),1195,1,Male,Male (SEX=1),8.53074575601384,0.60696,0.09633351,0.51062649,0,0
2521,2,Female,Female (SEX=2),2503,1,Male,Male (SEX=1),1.6576554060966295,0.13743727,0.18797836,0.05054109000000001,0,1
2524,2,Female,Female (SEX=2),2554,1,Male,Male (SEX=1),1.146897663131087,0.13329566,0.1704644,0.03716873999999998,0,1
2529,2,Female,Female (SEX=2),5318,1,Male,Male (SEX=1),2.4461422970325644,0.3543941,0.36276612,0.008372020000000036,0,1
2531,2,Female,Female (SEX=2),4860,1,Male,Male (SEX=1),0.9286146205450057,0.043773826,0.049066797,0.0052929710000000005,0,0
2532,2,Female,Female (SEX=2),897,1,Male,Male (SEX=1),4.203579393864374,0.52244884,0.5381409,0.015692060000000008,1,0
2533,2,Female,Female (SEX=2),5320,1,Male,Male (SEX=1),3.3092863748057426,0.15723644,0.051942233,0.105294207,0,0
2534,2,Female,Female (SEX=2),2957,1,Male,Male (SEX=1),2.239607633249039,0.074574485,0.07890257,0.004328085000000009,0,1
2537,2,Female,Female (SEX=2),1809,1,Male,Male (SEX=1),2.3653643200743417,0.5080678,0.78333414,0.27526634000000005,0,1
2538,2,Female,Female (SEX=2),4132,1,Male,Male (SEX=1),2.869931810773453,0.09707953,0.13918038,0.042100849999999995,0,1
2541,2,Female,Female (SEX=2),3293,1,Male,Male (SEX=1),0.5290613041263683,0.20102166,0.107886136,0.093135524,1,0
2542,2,Female,Female (SEX=2),4228,1,Male,Male (SEX=1),2.423744674273654,0.30007222,0.18777966,0.11229256000000001,0,0
2543,2,Female,Female (SEX=2),2270,1,Male,Male (SEX=1),0.9370211027714571,0.19786054,0.19953379,0.0016732499999999872,0,0
2544,2,Female,Female (SEX=2),2110,1,Male,Male (SEX=1),2.5883107332105175,0.38509065,0.3830377,0.002052949999999998,0,0
2549,2,Female,Female (SEX=2),5867,1,Male,Male (SEX=1),1.4502444207775673,0.09947923,0.08738772,0.01209151,0,0
2550,2,Female,Female (SEX=2),3603,1,Male,Male (SEX=1),0.09660398686448182,0.20170033,0.26853028,0.06682995,0,1
2552,2,Female,Female (SEX=2),2395,1,Male,Male (SEX=1),2.976921388609184,0.111774616,0.12780914,0.016034523999999994,0,1
2555,2,Female,Female (SEX=2),4925,1,Male,Male (SEX=1),1.541502819837215,0.16035812,0.1888203,0.028462180000000004,1,0
2556,2,Female,Female (SEX=2),3092,1,Male,Male (SEX=1),1.300503766049005,0.22507364,0.23830025,0.01322661,0,1
2557,2,Female,Female (SEX=2),2957,1,Male,Male (SEX=1),1.0373575240491508,0.08381505,0.07890257,0.004912479999999997,0,1
2560,2,Female,Female (SEX=2),1875,1,Male,Male (SEX=1),2.255834015320585,0.07806648,0.12720294,0.04913645999999999,0,0
2561,2,Female,Female (SEX=2),874,1,Male,Male (SEX=1),0.7406227071939453,0.34667343,0.35064104,0.00396761000000001,1,1
2563,2,Female,Female (SEX=2),4890,1,Male,Male (SEX=1),1.1740518248377947,0.070257224,0.08029801,0.01004078600000001,0,0
2564,2,Female,Female (SEX=2),1152,1,Male,Male (SEX=1),10.1227350572236,0.045105927,0.05909603,0.013990103000000004,0,0
2565,2,Female,Female (SEX=2),491,1,Male,Male (SEX=1),1.5238450059753026,0.51210445,0.49568465,0.01641980000000004,1,1
2566,2,Female,Female (SEX=2),5428,1,Male,Male (SEX=1),1.3024567345015472,0.14411698,0.15764625,0.013529269999999982,1,0
2567,2,Female,Female (SEX=2),2165,1,Male,Male (SEX=1),2.3830081269335786,0.08187648,0.07415134,0.007725140000000005,0,1
2569,2,Female,Female (SEX=2),1780,1,Male,Male (SEX=1),1.7198877620509014,0.6422417,0.51596946,0.12627224000000004,0,1
2571,2,Female,Female (SEX=2),713,1,Male,Male (SEX=1),4.18609588682818,0.053606197,0.044258263,0.009347934000000002,0,0
2572,2,Female,Female (SEX=2),5341,1,Male,Male (SEX=1),1.0338872453638497,0.08308239,0.0976553,0.014572909999999994,1,0
2574,2,Female,Female (SEX=2),2808,1,Male,Male (SEX=1),0.7989593562291665,0.0483432,0.06488046,0.016537259999999998,0,0
2576,2,Female,Female (SEX=2),5883,1,Male,Male (SEX=1),1.3144067659264307,0.17983913,0.21483876,0.034999629999999976,1,0
2578,2,Female,Female (SEX=2),4079,1,Male,Male (SEX=1),0.9394968190831947,0.1197964,0.15348195,0.03368555000000001,0,0
2579,2,Female,Female (SEX=2),3623,1,Male,Male (SEX=1),2.328563728097869,0.1888269,0.137789,0.0510379,1,0
2582,2,Female,Female (SEX=2),305,1,Male,Male (SEX=1),0.9982876807280892,0.089873396,0.10219201,0.012318614000000006,0,0
2583,2,Female,Female (SEX=2),4749,1,Male,Male (SEX=1),3.074184691454312,0.026855405,0.031150324,0.004294919000000001,0,0
2587,2,Female,Female (SEX=2),415,1,Male,Male (SEX=1),0.8358687816869693,0.095252484,0.16364388,0.068391396,0,0
2588,2,Female,Female (SEX=2),5459,1,Male,Male (SEX=1),1.4605575986318176,0.06923861,0.08992521,0.0206866,0,0
2591,2,Female,Female (SEX=2),4820,1,Male,Male (SEX=1),28.41149890813541,0.062643595,0.110281564,0.047637969,0,0
2592,2,Female,Female (SEX=2),4202,1,Male,Male (SEX=1),1.577156482079335,0.09130667,0.12020214,0.028895469999999993,0,0
2593,2,Female,Female (SEX=2),581,1,Male,Male (SEX=1),0.979527211190687,0.105991185,0.102797106,0.0031940790000000024,0,0
2595,2,Female,Female (SEX=2),2,1,Male,Male (SEX=1),0.7450671150806487,0.053682785,0.04775507,0.005927715,0,0
2596,2,Female,Female (SEX=2),2580,1,Male,Male (SEX=1),0.3740877515519391,0.16481696,0.24470747,0.07989051,0,0
2598,2,Female,Female (SEX=2),5310,1,Male,Male (SEX=1),1.3934641345643284,0.10375091,0.1296341,0.02588319,0,0
2602,2,Female,Female (SEX=2),3008,1,Male,Male (SEX=1),2.378673763901363,0.2422175,0.20707297,0.03514453000000001,1,0
2603,2,Female,Female (SEX=2),313,1,Male,Male (SEX=1),0.7453179914671039,0.10582473,0.08433532,0.02148941,0,0
2605,2,Female,Female (SEX=2),4183,1,Male,Male (SEX=1),1.5681901316461524,0.121576056,0.058827635,0.062748421,0,0
2606,2,Female,Female (SEX=2),2461,1,Male,Male (SEX=1),0.5131929276078477,0.09158653,0.05190509,0.03968144,1,0
2607,2,Female,Female (SEX=2),3314,1,Male,Male (SEX=1),0.5304124140922399,0.28720468,0.2122489,0.07495578,0,1
2610,2,Female,Female (SEX=2),1566,1,Male,Male (SEX=1),1.0106339053765365,0.111685954,0.18055183,0.06886587599999999,0,0
2611,2,Female,Female (SEX=2),1026,1,Male,Male (SEX=1),1.0580078058763318,0.15847865,0.10504579,0.05343286,1,0
2612,2,Female,Female (SEX=2),4733,1,Male,Male (SEX=1),0.4803806469455088,0.25677204,0.2840292,0.027257160000000002,0,1
2615,2,Female,Female (SEX=2),2638,1,Male,Male (SEX=1),2.309186121770582,0.53048635,0.5633966,0.03291025000000003,1,1
2616,2,Female,Female (SEX=2),2994,1,Male,Male (SEX=1),0.4966812182219453,0.17194362,0.21164949,0.039705870000000004,1,0
